canonical_card_id,collector_number,canonical_name,listing_name,listing_url,edition_code,cardmarket_product_id,cardmarket_product_name,cardmarket_metacard_id,mapping_status,mapping_method,evidence,avg30,avg30_holo,price_snapshot_at
xy5-114,114,Delcatty,Delcatty,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Delcatty-PRC114,,273645,Delcatty [Replace | Play Rough],340514,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='delcatty'; canonical_terms=['replace', 'play rough']; product_terms=['replace', 'play rough'].",0.65,0.95,2026-07-26T02:44:32+0200
xy5-115,115,Spinda,Spinda,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Spinda-PRC115,,273646,Spinda [Staggering Steps | Uproar],340515,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='spinda'; canonical_terms=['staggering steps', 'uproar']; product_terms=['staggering steps', 'uproar'].",0.14,0.47,2026-07-26T02:44:32+0200
xy5-116,116,Bidoof,Bidoof,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Bidoof-PRC116,,273647,Bidoof [Gnaw | Scrunch],340516,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='bidoof'; canonical_terms=['gnaw', 'scrunch']; product_terms=['gnaw', 'scrunch'].",0.12,0.7,2026-07-26T02:44:32+0200
xy5-117,117,Bidoof,Bidoof,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Bidoof-PRC117,,273648,Bidoof [Drench],340517,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='bidoof'; canonical_terms=['drench']; product_terms=['drench'].,1.73,7.93,2026-07-26T02:44:32+0200
xy5-118,118,Bibarel,Bibarel,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Bibarel-PRC118,,273649,Bibarel [Yawn | Continuous Headbutt],340518,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='bibarel'; canonical_terms=['yawn', 'continuous headbutt']; product_terms=['yawn', 'continuous headbutt'].",0.21,0.84,2026-07-26T02:44:32+0200
xy5-119,119,Bouffalant,Bouffalant,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Bouffalant-PRC119,,273650,Bouffalant [Sap Sipper | Derail],340560,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='bouffalant'; canonical_terms=['sap sipper', 'derail']; product_terms=['sap sipper', 'derail'].",0.17,0.52,2026-07-26T02:44:32+0200
xy5-120,120,Bunnelby,Bunnelby,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Bunnelby-PRC120,,273651,Bunnelby [Trip Over],340561,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='bunnelby'; canonical_terms=['trip over']; product_terms=['trip over'].,0.11,0.4,2026-07-26T02:44:32+0200
xy5-121,121,Bunnelby,Bunnelby,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Bunnelby-PRC121,,273652,Bunnelby [Burrow | Rototiller],339768,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='bunnelby'; canonical_terms=['burrow', 'rototiller']; product_terms=['burrow', 'rototiller'].",1.26,2.58,2026-07-26T02:44:32+0200
xy5-122,122,Acro Bike,Acro Bike,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Acro-Bike-PRC122,,273653,Acro Bike,211514,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='acro bike'; canonical_terms=[]; product_terms=[].,0.42,0.97,2026-07-26T02:44:32+0200
xy5-123,123,Aggron Spirit Link,Aggron Spirit Link,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Aggron-Spirit-Link-PRC123,,273654,Aggron Spirit Link,211515,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='aggron spirit link'; canonical_terms=[]; product_terms=[].,0.33,0.89,2026-07-26T02:44:32+0200
xy5-124,124,Archie's Ace in the Hole,Archie's Ace in the Hole,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Archies-Ace-in-the-Hole-PRC124,,273655,Archie's Ace in the Hole,211516,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='archie s ace in the hole'; canonical_terms=[]; product_terms=[].,0.5,0.81,2026-07-26T02:44:32+0200
xy5-125,125,Dive Ball,Dive Ball,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Dive-Ball-PRC125,,273656,Dive Ball,224638,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='dive ball'; canonical_terms=[]; product_terms=[].,3.45,4.52,2026-07-26T02:44:32+0200
xy5-126,126,Energy Retrieval,Energy Retrieval,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Energy-Retrieval-PRC126,,273657,Energy Retrieval,227126,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='energy retrieval'; canonical_terms=[]; product_terms=[].,0.18,1.36,2026-07-26T02:44:32+0200
xy5-127,127,Escape Rope,Escape Rope,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Escape-Rope-PRC127,,273658,Escape Rope,224621,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='escape rope'; canonical_terms=[]; product_terms=[].,0.38,0.97,2026-07-26T02:44:32+0200
xy5-128,128,Exp. Share,Exp. Share,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Exp-Share-PRC128,,273659,Exp. Share,218691,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='exp share'; canonical_terms=[]; product_terms=[].,0.23,0.55,2026-07-26T02:44:32+0200
xy5-129,129,Fresh Water Set,Fresh Water Set,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Fresh-Water-Set-PRC129,,273660,Fresh Water Set,211521,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='fresh water set'; canonical_terms=[]; product_terms=[].,0.15,0.6,2026-07-26T02:44:32+0200
xy5-130,130,Gardevoir Spirit Link,Gardevoir Spirit Link,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Gardevoir-Spirit-Link-PRC130,,273661,Gardevoir Spirit Link,223391,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='gardevoir spirit link'; canonical_terms=[]; product_terms=[].,0.35,1.58,2026-07-26T02:44:32+0200
xy5-131,131,Groudon Spirit Link,Groudon Spirit Link,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Groudon-Spirit-Link-PRC131,,273662,Groudon Spirit Link,211523,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='groudon spirit link'; canonical_terms=[]; product_terms=[].,0.54,1.13,2026-07-26T02:44:32+0200
xy5-132,132,Kyogre Spirit Link,Kyogre Spirit Link,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Kyogre-Spirit-Link-PRC132,,273663,Kyogre Spirit Link,211524,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='kyogre spirit link'; canonical_terms=[]; product_terms=[].,0.38,2.05,2026-07-26T02:44:32+0200
xy5-133,133,Maxie's Hidden Ball Trick,Maxie's Hidden Ball Trick,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Maxies-Hidden-Ball-Trick-PRC133,,273664,Maxie's Hidden Ball Trick,211525,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='maxie s hidden ball trick'; canonical_terms=[]; product_terms=[].,0.38,0.83,2026-07-26T02:44:32+0200
xy5-134,134,Professor Birch's Observations,Professor Birch's Observations,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Professor-Birchs-Observations-PRC134,,273665,Professor Birch's Observations,211526,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='professor birch s observations'; canonical_terms=[]; product_terms=[].,0.2,0.55,2026-07-26T02:44:32+0200
xy5-135,135,Rare Candy,Rare Candy,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Rare-Candy-PRC135,,273666,Rare Candy,211527,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='rare candy'; canonical_terms=[]; product_terms=[].,0.76,1.89,2026-07-26T02:44:32+0200
xy5-136,136,Repeat Ball,Repeat Ball,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Repeat-Ball-PRC136,,273667,Repeat Ball,211528,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='repeat ball'; canonical_terms=[]; product_terms=[].,0.45,0.7,2026-07-26T02:44:32+0200
xy5-137,137,Rough Seas,Rough Seas,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Rough-Seas-PRC137,,273668,Rough Seas,211529,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='rough seas'; canonical_terms=[]; product_terms=[].,1.22,2.84,2026-07-26T02:44:32+0200
xy5-138,138,Scorched Earth,Scorched Earth,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Scorched-Earth-PRC138,,273669,Scorched Earth,222740,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='scorched earth'; canonical_terms=[]; product_terms=[].,0.28,0.72,2026-07-26T02:44:32+0200
xy5-139,139,Shrine of Memories,Shrine of Memories,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Shrine-of-Memories-PRC139,,273670,Shrine of Memories,211531,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='shrine of memories'; canonical_terms=[]; product_terms=[].,0.41,1.22,2026-07-26T02:44:32+0200
xy5-140,140,Silent Lab,Silent Lab,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Silent-Lab-PRC140,,273671,Silent Lab,211532,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='silent lab'; canonical_terms=[]; product_terms=[].,4.56,5.38,2026-07-26T02:44:32+0200
xy5-141,141,Teammates,Teammates,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Teammates-PRC141,,273672,Teammates,211533,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='teammates'; canonical_terms=[]; product_terms=[].,3.76,7.3,2026-07-26T02:44:32+0200
xy5-142,142,Weakness Policy,Weakness Policy,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Weakness-Policy-PRC142,,273673,Weakness Policy,211534,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='weakness policy'; canonical_terms=[]; product_terms=[].,0.24,0.58,2026-07-26T02:44:32+0200
xy5-143,143,Shield Energy,Shield Energy,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Shield-Energy-PRC143,,273674,Shield Energy,211535,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='shield energy'; canonical_terms=[]; product_terms=[].,0.85,1.42,2026-07-26T02:44:32+0200
xy5-144,144,Wonder Energy,Wonder Energy,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Wonder-Energy-PRC144,,273675,Wonder Energy,211536,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='wonder energy'; canonical_terms=[]; product_terms=[].,0.83,1.77,2026-07-26T02:44:32+0200
xy5-145,145,Trevenant-EX,Trevenant EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Trevenant-EX-PRC145,,273676,Trevenant EX [Dark Forest | Wood Blast],340527,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='trevenant ex'; canonical_terms=['dark forest', 'wood blast']; product_terms=['dark forest', 'wood blast'].",15.62,6.29,2026-07-26T02:44:32+0200
xy5-146,146,Camerupt-EX,Camerupt EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Camerupt-EX-PRC146,,273677,Camerupt EX [Tumbling Attack | Explosive Jet],339721,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='camerupt ex'; canonical_terms=['tumbling attack', 'explosive jet']; product_terms=['tumbling attack', 'explosive jet'].",24.35,7.55,2026-07-26T02:44:32+0200
xy5-147,147,Wailord-EX,Wailord EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Wailord-EX-PRC147,,273678,Wailord EX [Water Veil | High Breaching],340484,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='wailord ex'; canonical_terms=['water veil', 'high breaching']; product_terms=['water veil', 'high breaching'].",29.55,12.42,2026-07-26T02:44:32+0200
xy5-148,148,Kyogre-EX,Kyogre EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Kyogre-EX-V2-PRC148,V2,273679,Kyogre EX [Water Pulse | Giant Whirlpool],222515,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='kyogre ex'; canonical_terms=['water pulse', 'giant whirlpool']; product_terms=['water pulse', 'giant whirlpool'].",104.49,26.16,2026-07-26T02:44:32+0200
xy5-149,149,Primal Kyogre-EX,Primal Kyogre EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Primal-Kyogre-EX-V2-PRC149,V2,273680,Primal Kyogre EX [Tidal Storm],211447,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='primal kyogre ex'; canonical_terms=['tidal storm']; product_terms=['tidal storm'].,161.75,18.15,2026-07-26T02:44:32+0200
xy5-150,150,Groudon-EX,Groudon EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Groudon-EX-PRC150,,273681,Groudon EX [Rip Claw | Massive Rend],211542,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='groudon ex'; canonical_terms=['rip claw', 'massive rend']; product_terms=['rip claw', 'massive rend'].",112.49,16.27,2026-07-26T02:44:32+0200
xy5-151,151,Primal Groudon-EX,Primal Groudon EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Primal-Groudon-EX-V2-PRC151,V2,273682,Primal Groudon EX [Gaia Volcano],211478,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='primal groudon ex'; canonical_terms=['gaia volcano']; product_terms=['gaia volcano'].,163.73,19.69,2026-07-26T02:44:32+0200
xy5-152,152,Sharpedo-EX,Sharpedo EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Sharpedo-EX-PRC152,,273683,Sharpedo EX [Hunt | Jagged Fang],339748,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='sharpedo ex'; canonical_terms=['hunt', 'jagged fang']; product_terms=['hunt', 'jagged fang'].",24.08,8.08,2026-07-26T02:44:32+0200
xy5-153,153,Aggron-EX,Aggron EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Aggron-EX-V2-PRC153,V2,273684,Aggron EX [Steel Headbutt | Raging Hammer],340549,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='aggron ex'; canonical_terms=['steel headbutt', 'raging hammer']; product_terms=['steel headbutt', 'raging hammer'].",30.51,9.35,2026-07-26T02:44:32+0200
xy5-154,154,M Aggron-EX,MAggron EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/MAggron-EX-PRC154,,273685,MAggron EX [Megaton Slam],340550,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='m aggron ex'; canonical_terms=['megaton slam']; product_terms=['megaton slam'].,58.46,12.35,2026-07-26T02:44:32+0200
xy5-155,155,Gardevoir-EX,Gardevoir EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Gardevoir-EX-PRC155,,273686,Gardevoir EX [Life Leap | Shining Wind],340190,candidate,collector_number_and_direct_listing_product_id,"Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='gardevoir ex'; canonical_terms=['life leap', 'shining wind']; product_terms=['life leap', 'shining wind'].",47.62,13.13,2026-07-26T02:44:32+0200
xy5-156,156,M Gardevoir-EX,MGardevoir EX,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/MGardevoir-EX-PRC156,,273687,MGardevoir EX [Brilliant Arrow],340191,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='m gardevoir ex'; canonical_terms=['brilliant arrow']; product_terms=['brilliant arrow'].,63.35,13.2,2026-07-26T02:44:32+0200
xy5-157,157,Archie's Ace in the Hole,Archie's Ace in the Hole,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Archies-Ace-in-the-Hole-PRC157,,273688,Archie's Ace in the Hole,211516,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='archie s ace in the hole'; canonical_terms=[]; product_terms=[].,31.68,13.32,2026-07-26T02:44:32+0200
xy5-158,158,Maxie's Hidden Ball Trick,Maxie's Hidden Ball Trick,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Maxies-Hidden-Ball-Trick-PRC158,,273689,Maxie's Hidden Ball Trick,211525,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='maxie s hidden ball trick'; canonical_terms=[]; product_terms=[].,21.57,6.53,2026-07-26T02:44:32+0200
xy5-159,159,Professor Birch's Observations,Professor Birch's Observations,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Professor-Birchs-Observations-PRC159,,273690,Professor Birch's Observations,211526,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='professor birch s observations'; canonical_terms=[]; product_terms=[].,16.13,6.83,2026-07-26T02:44:32+0200
xy5-160,160,Teammates,Teammates,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Teammates-PRC160,,273691,Teammates,211533,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='teammates'; canonical_terms=[]; product_terms=[].,43.21,14.68,2026-07-26T02:44:32+0200
xy5-161,161,Dive Ball,Dive Ball,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Dive-Ball-PRC161,,273692,Dive Ball,224638,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='dive ball'; canonical_terms=[]; product_terms=[].,23.96,9.29,2026-07-26T02:44:32+0200
xy5-162,162,Enhanced Hammer,Enhanced Hammer,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Enhanced-Hammer-PRC162,,273693,Enhanced Hammer,219573,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='enhanced hammer'; canonical_terms=[]; product_terms=[].,21.67,6.88,2026-07-26T02:44:32+0200
xy5-163,163,Switch,Switch,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Switch-PRC163,,273694,Switch,224028,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='switch'; canonical_terms=[]; product_terms=[].,30.04,19.86,2026-07-26T02:44:32+0200
xy5-164,164,Weakness Policy,Weakness Policy,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Weakness-Policy-PRC164,,273695,Weakness Policy,211534,candidate,collector_number_and_direct_listing_product_id,Canonical card matched by collector number. Cardmarket product matched by direct id_product extracted from the individual listing page. Direct idProduct relationship validated; canonical_name='weakness policy'; canonical_terms=[]; product_terms=[].,11.02,8.11,2026-07-26T02:44:32+0200
,,,,,,295269,Escape Rope,224621,unmatched_duplicate_candidate,unlisted_duplicate_candidate_rule,Product is not referenced by a successful listing URL and matches a directly mapped sibling in every inspected field except idProduct and dateAdded.,0.25,0.25,2026-07-26T02:44:32+0200
,,,,,,295286,Dive Ball,224638,unmatched_duplicate_candidate,unlisted_duplicate_candidate_rule,Product is not referenced by a successful listing URL and matches a directly mapped sibling in every inspected field except idProduct and dateAdded.,1.03,0.5,2026-07-26T02:44:32+0200
,,,,,,295292,Rough Seas,211529,unmatched_duplicate_candidate,unlisted_duplicate_candidate_rule,Product is not referenced by a successful listing URL and matches a directly mapped sibling in every inspected field except idProduct and dateAdded.,0.34,0.3,2026-07-26T02:44:32+0200
,,,,,,300914,Online Code Card (Booster),226578,excluded,product_scope_rule,Online Code Card is outside MVP catalogue scope.,0.08,0.14,2026-07-26T02:44:32+0200
,,,,,,300919,Online Code Card (Elite Trainer Box),226579,excluded,product_scope_rule,Online Code Card is outside MVP catalogue scope.,1.95,,2026-07-26T02:44:32+0200
,,,,,,300971,Online Code Card (Theme Deck),226580,excluded,product_scope_rule,Online Code Card is outside MVP catalogue scope.,2.81,,2026-07-26T02:44:32+0200
,,,,,,300972,Online Code Card (Theme Deck),226580,excluded,product_scope_rule,Online Code Card is outside MVP catalogue scope.,2.4,,2026-07-26T02:44:32+0200
,,,,,,312211,Wonder Energy,211536,unmatched_duplicate_candidate,unlisted_duplicate_candidate_rule,Product is not referenced by a successful listing URL and matches a directly mapped sibling in every inspected field except idProduct and dateAdded.,0.5,,2026-07-26T02:44:32+0200
,,,,,,312239,Teammates,211533,unmatched_duplicate_candidate,unlisted_duplicate_candidate_rule,Product is not referenced by a successful listing URL and matches a directly mapped sibling in every inspected field except idProduct and dateAdded.,1.81,,2026-07-26T02:44:32+0200
,,,,,,312267,Rough Seas,211529,unmatched_duplicate_candidate,unlisted_duplicate_candidate_rule,Product is not referenced by a successful listing URL and matches a directly mapped sibling in every inspected field except idProduct and dateAdded.,0.97,,2026-07-26T02:44:32+0200
